tweets,id_str,len,date,source,likes,retweets,label
"@MayraABC13 Just found out one of my customers passed away from the virus #sad , don’t see how and why our governor… https://t.co/A1V3U3b5mF",1255282499967750145,140,2020-04-28 23:47:24,Twitter for iPhone,0,0,0
"I am so sad...so powerless...mein gott....i got them feels. Shit.
#feels #sad",1255282283554185216,77,2020-04-28 23:46:33,Twitter for Android,0,0,0
me finding out zayn is gonna be a father #OneDirection #sad https://t.co/GDNBAZwoMx,1255281962593521665,83,2020-04-28 23:45:16,Twitter for iPhone,6,1,0
"That was a cursed ship, @MrFruitYT. #sad",1255281307908812800,40,2020-04-28 23:42:40,Twitter for Android,0,0,0
"@NeilLowenthal1 this is like serfs begging the lord of the manor for food, #sad, we have never seen this in our his… https://t.co/byVcYBLLeI",1255280423938207746,140,2020-04-28 23:39:09,Twitter Web App,0,0,0
@MelissaAFrancis I've had to start watching foreign films with subtitles. #sad,1255279895569186817,78,2020-04-28 23:37:03,Twitter for Android,0,0,0
"VP visits Mayo Clinic and doesn’t wear a mask?! “...and look them in the eye and say thank you.” -VP Mike Pence. 
D… https://t.co/uqE7X7oIA9",1255279276942929920,140,2020-04-28 23:34:36,Twitter for iPad,0,0,0
"#Mood How I’m gon be at my imaginary bday dinner, Thursday 🥴#quarantine #1 #lesleygore #itsmyparty #cry #party… https://t.co/M06X0sMaQR",1255278724964061186,135,2020-04-28 23:32:24,Instagram,0,0,0
"Don't be upset, little penguin. I can give you a hug! 🐧💙

#ThePenguinsFamily #penguin #upset #sadness #feelings… https://t.co/CIx3zEYnty",1255278672581443588,136,2020-04-28 23:32:12,TweetDeck,3,1,0
@florenciamex @nuggetmommy @DWUhlfelderLaw Right? Pence is just doing what the boss told him to do. #sad #puppet,1255278600678408192,112,2020-04-28 23:31:55,Twitter for iPhone,0,0,0
🙄Duh! Pence didn’t wear the mask 😷 at the hospital 🏥 b/c his “fearless leader” trump doesn’t wear one- that’s the o… https://t.co/HF90KSRghA,1255277948195782656,140,2020-04-28 23:29:19,Twitter for iPhone,1,0,0
broke gfs dms #sad,1255277590702690305,18,2020-04-28 23:27:54,Twitter for iPhone,1,0,0
@AmeliaHammy So this is the sort of thing a quarantine drives people to do. #sad,1255277565192921090,80,2020-04-28 23:27:48,Twitter for iPad,0,0,0
"Good morning quarantine campers 💚❤

#ink #sketch #art #artist #sad #cartoon #abstract #penandink #paint #cute… https://t.co/eoqnTVSV0I",1255277108999393282,134,2020-04-28 23:25:59,Instagram,0,0,0
some guy in here just shakespeared the fuck outta those bars #wishmydaddidntleave #sad #emo,1255275930668486656,91,2020-04-28 23:21:18,Twitter for iPhone,0,0,0
#poor people are going to #lose their #homes &amp; #vehicles and end up even #broker than they were to begin with while… https://t.co/PDWmeiRTPV,1255275534940082176,144,2020-04-28 23:19:44,Twitter Web App,0,0,0
i feel #ugly and #unwanted and #dumb and #desparate and #sad,1255275212544843777,60,2020-04-28 23:18:27,Twitter for Android,9,0,0
"@dylanwelch @lb_online They can have it. If they want it, they would already have much more data and far richer and… https://t.co/gNPjGj9vJW",1255274502080073730,140,2020-04-28 23:15:37,Twitter for iPhone,0,0,0
@Cernovich @MaraGay Because we all know Brian Williams is a good looking but  moronic teleprompter reader with IQ a… https://t.co/vZaPCSzdPW,1255274215349067777,140,2020-04-28 23:14:29,Twitter Web App,0,0,0
Look at these idiots protesting the closures in North Dakota. #sad https://t.co/bldj3ptaTA,1255274202124386304,90,2020-04-28 23:14:26,Twitter for Android,0,0,0
Hello! It was about time I finished something! I changed my mind a couple times while working on this one. But I'm… https://t.co/55yhiRHxv0,1255274155949338625,139,2020-04-28 23:14:15,Twitter for Android,2,0,0
Not everyone is your friend. #nicolelyons #nicolelyonspoetry #darkhearts #wolvesinsheepsclothing #trust #guard… https://t.co/xnSEjxravG,1255273015882985474,135,2020-04-28 23:09:43,Twitter for iPhone,0,0,0
@PerlmanGerry @American4Love what about @FoxNews. They don’t subscribe to the same school of thought?  #sad. They p… https://t.co/zikcBwx3zX,1255272847221587970,140,2020-04-28 23:09:03,Twitter for iPhone,0,0,0
More Americans now killed of #COVID19 than killed in the Vietnam war. #sad,1255272706225909760,74,2020-04-28 23:08:29,Twitter for iPhone,1,2,0
"Sad Side 3.0
.
.
#chill #chillvibes #chillin #chilledit #lofi #vibes #sadvibes #sadedit #LofiHipHop #lofimusic… https://t.co/ZvOQuNcIOf",1255272618720190465,135,2020-04-28 23:08:08,Twitter for iPhone,5,0,0
#MeToo ... #sad .. done,1255272171418652672,23,2020-04-28 23:06:22,Twitter for iPhone,0,0,0
Dude remembering that at this point I would have fulfilled my dream of playing a serial killer in a show is straight up #sad,1255271751191322626,124,2020-04-28 23:04:41,Twitter for Android,6,0,0
#Sad #Reality Of #Todays #Modern #World | #One #Picture #Says #1000 #Words | #Painful #Illustration Of #Reality https://t.co/o9tIrsFWs1,1255271377097166852,135,2020-04-28 23:03:12,LinkedIn,0,0,0
@8Karls @sadcomrade3 @realDonaldTrump Oh Bless your little heart ... #sad .. done,1255270654489886723,81,2020-04-28 23:00:20,Twitter for iPhone,0,0,0
Man ducks don’t like Irwin #sad https://t.co/35edCwNEi6,1255270578052792322,55,2020-04-28 23:00:02,Twitter for iPhone,5,0,0
@VP shameful you did not wear a mask today at @MayoClinic   That is extremely disrespectful to the patients and sta… https://t.co/34QCicIW0u,1255269686645792769,140,2020-04-28 22:56:29,Twitter for iPhone,0,0,0
I stopped replying to guys who actually treated me nicely #sad,1255269508366950401,62,2020-04-28 22:55:47,Twitter for iPhone,2,0,0
"@CarmineSabia @AdamInHTownTX @ErosMinos Narrator: Stay in school kids, or see what may become of you? #sad #failed",1255269384790163456,114,2020-04-28 22:55:17,Twitter Web App,0,0,0
@JeffFlake You gonna vote for #rapeyjoebiden?  #sad  #nofutureinGOP,1255269364699484162,67,2020-04-28 22:55:12,Twitter Web App,0,0,0
@Rubysasha I dont know if you're speaking differently than the ones that surround you? I 'do'. I've been living in… https://t.co/NcpQ89woKI,1255269019558580236,139,2020-04-28 22:53:50,Twitter for Android,0,0,0
So if you live in a blue state as I do You might have a hard time getting hydroxy chloroquine prescribed #Sad #Trump2020LandslideVictory,1255268957885472769,136,2020-04-28 22:53:35,Twitter Web App,0,0,0
I'd love to see a remake of Escape From NY with @realDonaldTrump. Only Snake Pliskin doesn't show and we leave him… https://t.co/cweeh48bCS,1255268762770706433,139,2020-04-28 22:52:49,Twitter for Android,0,0,0
"https://t.co/BWLL7aocDq another new video..
Ali Gatie - Used to you (AMV) SAD - short
#sad
#dontcry
#WATCH",1255268151589289985,106,2020-04-28 22:50:23,Twitter for Android,0,0,0
"@__kacikace @NaturallyNellee @ChasingDinero @BoyScumbag too bad the messages are fake, y’all focused on people who… https://t.co/bXfyaMG3Uz",1255267764568293378,139,2020-04-28 22:48:51,Twitter for iPhone,0,0,0
"So, who here thinks a room full of affluent looking people would gather just to hear a lecture about @LeafFilter if… https://t.co/kB2YAifOM3",1255267564575432705,140,2020-04-28 22:48:03,Twitter Web App,0,0,0
"The group chats go crazy when it’s dramas or gossip. . But when it’s success, it’s on mute 😂🤷🏽‍♀️ #Sad",1255267200388268035,102,2020-04-28 22:46:36,Twitter for iPhone,4,3,0
@Mike_Pence Are you trying to give people the honor of dying from Covid-19 that they caught from the VP? Maybe you… https://t.co/woiTesh0vU,1255266569787191298,139,2020-04-28 22:44:06,Twitter Web App,0,0,0
Paging Dr. Freud...”Economic intercourse”...you mean the selling of official government access for private personal… https://t.co/7ci9zYbU8x,1255265962665947139,140,2020-04-28 22:41:41,Twitter for iPhone,0,0,0
#sad #COVID19 #surived #notdead I'm glad I survived https://t.co/2xV3KX3MWq,1255265661930147842,75,2020-04-28 22:40:30,Twitter for Android,0,0,0
Hey @arborday! What the heck? I had a friend buy me 2 Japanese maples &amp; a huge maple bare roots last year. They all… https://t.co/qR0QWNQkg0,1255265154251587585,144,2020-04-28 22:38:29,Twitter for Android,0,0,0
"@_SavvyCat_ @BBuchman_CNS @JoshMankiewicz @CourthouseNews @VP It's Funny to Hear a ""Liberal"" Call Someone Else ""Sel… https://t.co/PdmMUfAn3m",1255265039659020293,140,2020-04-28 22:38:01,Twitter Web App,0,0,0
"You don’t have to keep it a secret and suffer in silence 🤐💧 
Tell someone. #depression #sad #bullying #tuesdayvibes… https://t.co/DSLqMYnZGk",1255264807164481537,140,2020-04-28 22:37:06,Twitter for iPhone,1,0,0
"Who ate my pizza!! 🍕 🍕 😪

#QuarantineLife #sad",1255264768161648641,46,2020-04-28 22:36:57,Twitter for iPhone,3,1,0
#RIPGOP @senatemajldr won’t be the GR but he’ll have personal meeting with the GrimReaper if he does this insane no… https://t.co/sucrKUnItI,1255264371791577089,140,2020-04-28 22:35:22,Twitter for iPhone,0,0,0
"@lemisrableweeb @annaaa_ppp @shortieefvmouss @paldhous You’ve never even been to the US.

You’re just a sad little… https://t.co/YGWQKTIB6W",1255263996250382337,139,2020-04-28 22:33:53,Twitter for iPhone,1,0,0
"@Archaeologuy I've been saying this for years: socialist countries like Canada are light years ahead of US.

I've r… https://t.co/NsYZQI5sFG",1255263544309878785,140,2020-04-28 22:32:05,Twitter for Android,2,0,0
"@Steph_is_salty @tekstone Yes, they have been wrong about just about everything for so long. If you are that young,… https://t.co/NLLD1ZPVr2",1255263215266811907,140,2020-04-28 22:30:46,Twitter Web App,1,0,0
"@TomDangora So, you endorse #rapeyjoebiden?  #sad  Please delete your account.",1255263150292774912,78,2020-04-28 22:30:31,Twitter Web App,1,0,0
"@TheLeadCNN @EricaRHill We know this man.

Deaths are not gonna STOP, any time soon.

Look up the word “solutions”… https://t.co/OFtbzI7DmI",1255262748352659458,139,2020-04-28 22:28:55,Twitter for iPhone,0,0,0
"@ManMet80 Should be #rapeyjoebiden.  Then again, she has a history of supporting men who abuse women.  #sad",1255262606711029762,107,2020-04-28 22:28:21,Twitter Web App,1,0,0
I would LOVE LOVE LOVE to know what is wrong with these elite idiots. People will sell their souls for fortune and… https://t.co/4Z975StLiK,1255262196357095425,139,2020-04-28 22:26:43,Twitter for iPhone,0,0,0
Just another @realDonaldTrump supporter.. in sheep’s clothing..politicizing the most horrible experience of a perso… https://t.co/GYA35XtO9J,1255262175494537216,140,2020-04-28 22:26:38,Twitter for iPhone,0,0,0
"@LouDobbs @mcuban It’s weird how @FoxNews Is pushing #Andrew Cuomo and @FoxBusiness is pushing #MarkCuban
#SAD",1255261887136235522,110,2020-04-28 22:25:30,Twitter for iPad,11,1,0
@MollyJongFast Wow! The photo that changed history! Hard to believe 1 picture could absolutely preclude any chance… https://t.co/94iUN4uqJD,1255261706026172416,139,2020-04-28 22:24:47,Twitter for iPhone,0,0,0
Right. He was the only one not #wearing a #mask. Said he is #tested regularly and doesn’t have the #coronavirus so… https://t.co/9Hn5zXqawC,1255261522655350787,139,2020-04-28 22:24:03,Twitter for iPhone,1,0,0
"@gottaluvim @DonnaDeFazio @robreiner @JoeBiden None of us did in 2016, now even your own party members are changing… https://t.co/QLIMHJxr00",1255261133570813955,140,2020-04-28 22:22:30,Twitter for iPhone,0,0,0
@ChainFeeds 💛 No one looks at mine :( #sad,1255261072241700870,42,2020-04-28 22:22:15,Twitter for Android,0,0,0
@KemiOlunloyo @realFFK You’ve long gone mad. Not surprised at all. Your dad really used for juju. #Sad,1255260982307323904,102,2020-04-28 22:21:54,Twitter for iPhone,0,0,0
@Mike_Pence is the first super villain to decide against a mask. #sad #pencesucks #penceisevil #supervillain,1255260815210487812,108,2020-04-28 22:21:14,Twitter for iPhone,0,0,0
the struggle of wanting to look good in a pair of flare jeans...but having short little tree stump legs:(( #sad,1255259650603339780,111,2020-04-28 22:16:36,Twitter for iPhone,2,0,0
"If @LeaMichele really is pregnant, I'm disgusted that her chance to announce it herself was snatched. Whoever share… https://t.co/c0SdVbAPX0",1255259289096249345,140,2020-04-28 22:15:10,Twitter for Android,0,0,0
What phase of the quarantine am I in? Reading and watching the film version of “Call Me By Your Name” multiple time… https://t.co/pGMIMg7isw,1255257933673304064,140,2020-04-28 22:09:47,Twitter for iPhone,1,0,0
"need money, need to work, and mostly a reason to feel useful, because mi depression will eat me, right now i´m struggling. #sad",1255257168393252864,127,2020-04-28 22:06:45,Twitter Web App,0,0,0
@Curmudgeon1836 @realeftypickit @Jocelyn85237644 @Alicia84317630 @GregMusselwhit3 @IlhanMN #sad.  This is why everyone hates #MAGA.,1255256987174141953,131,2020-04-28 22:06:01,Twitter Web App,0,0,0
"At one of my office jobs, the entire staff was FORCED to attend a fund-raiser lunch for candidate-at-the-time, Tim… https://t.co/oBN132j8hY",1255256197566955523,139,2020-04-28 22:02:53,Twitter for iPhone,0,0,0
"@esmemurphy @MayoClinic @VP At one of my office jobs, the entire staff was FORCED to attend a fund-raiser lunch for… https://t.co/ALqrY8dSiu",1255256122786754561,140,2020-04-28 22:02:35,Twitter for iPhone,2,0,0
Ugh. Club Level Bar.  #NewGranite #PigDay #NationalPigDay #IronPigs #Sad https://t.co/AdN5RqkqxR https://t.co/85t3oqLirm,1255256036937777159,120,2020-04-28 22:02:15,Twitter for iPhone,2,0,0
jack zito the bully from yaphank NY  If you have to #hurt women so you can feel #powerful you’re actually a very… https://t.co/AO4m5CSyf3,1255255420379312128,137,2020-04-28 21:59:48,Twitter for iPhone,0,0,0
These flyovers really are the most pointless thing ever. If someone can actually raise a good point as to what sort… https://t.co/ppst7tJVMM,1255254587898048525,140,2020-04-28 21:56:29,Twitter for iPhone,0,0,0
"@miles_commodore @OneMarylou Always felt it was a misnomer! The name should be “Preventing #Parenthood.” And, that’… https://t.co/UE6JtkTNCZ",1255254456435978243,140,2020-04-28 21:55:58,Twitter Web App,1,0,0
And more to come if something is not done to our healthcare system.. #Sad https://t.co/MdUrmlC46B,1255254338710224900,97,2020-04-28 21:55:30,Twitter for iPhone,1,0,0
Refugee Boats Stranded at Sea Show How COVID-19 Is Making Threatened Groups More Vulnerable https://t.co/pWAgcIU6Id… https://t.co/TalUwSBzOW,1255253911096737794,140,2020-04-28 21:53:48,SmartNews | スマートニュース,0,0,0
@DarioTAnt Blame America #SAD,1255253553309982721,29,2020-04-28 21:52:23,Twitter for Android,0,0,0
When you waste $6 at @Starbucks because you ordered a latte with almond milk for your dairy allergy and they still… https://t.co/sM04OHtXaw,1255252886612828165,139,2020-04-28 21:49:44,Twitter for iPhone,0,0,0
@inabuggy . They are not reliable.. @CBCToronto @CP24 ... #COVID19Ontario #anxiety #sad,1255252469334106118,87,2020-04-28 21:48:04,Twitter for iPhone,0,0,0
@ChrisMurphyCT @SenMarkey Proving once again the vileness and dumbassery of Democrat polls. #sad,1255252299888410625,96,2020-04-28 21:47:24,Twitter for Android,0,0,0
Al loy:( #sadboy #sad #tumemeesmaraka https://t.co/tkAIHnNV0J,1255251850070315008,61,2020-04-28 21:45:37,Twitter for Android,1,0,0
"@GodFamilyJesus CNN will not Cover this Accusation.

If it was Roy Moore
Brett Kavanaugh or Donald Trump
Nothing else would matter.
#SAD",1255251784077107201,136,2020-04-28 21:45:21,Twitter for Android,1,0,0
@Acosta @weijia @kaitlancollins @BrianKarem @PeterAlexander I work in the supply chain in a large healthcare provid… https://t.co/TkI9UWaRXE,1255251132949159943,140,2020-04-28 21:42:46,Twitter for iPhone,0,0,0
At this point I don’t believe there is anything that can bring this country together. #coronavirus #sad… https://t.co/HPu5XvuY1O,1255250040584536064,128,2020-04-28 21:38:25,Twitter for iPhone,0,0,0
"Original Pop/Rock Song
Original Mix Enjoy!

Youtube
https://t.co/damWjHzSJ5

Soundcloud
https://t.co/0wFrWzdXLC… https://t.co/gCCi4zRHap",1255249624157368324,136,2020-04-28 21:36:46,Twitter Web App,2,0,0
@ZartashChaudhry Wonder when are we going to get rid of this ‘holier than thou’ attitude ?! #sad,1255249603756265472,96,2020-04-28 21:36:41,Twitter for iPhone,0,0,0
@AgentP22 @2351onthelist Always sad when you make it personal #Sad,1255249436697137153,66,2020-04-28 21:36:01,Twitter for iPhone,0,0,0
"@brinkizz Oh man, wish I had those on my DK! #sad",1255249288885567492,49,2020-04-28 21:35:26,Twitter Web App,0,0,0
And some deranged people will continue to push these debunked allegations against @POTUS #Sad https://t.co/ZFiqujIWEV,1255248598314504198,117,2020-04-28 21:32:41,Twitter Web App,1,0,0
@TulsiGabbard Ugh. You’re no different than the other dems. #sad,1255248097359380481,64,2020-04-28 21:30:42,Twitter for iPhone,0,0,0
"do you ever just lady in bed and realize how not okay you are?💔
#quotes #depressed #sad #broken #notokay #lost… https://t.co/qBinZRqED9",1255247354069946371,135,2020-04-28 21:27:45,Twitter for iPhone,0,0,0
"DON’T GET TOO #VIRUS #SAD Y’ALL 🦠☹️ JOIN ME 🍾 the #NewRoaring20s are upon us as soon as this thing lifts 👏🤠👏 ⁣
⁣
Wh… https://t.co/8Pdt8IYeIC",1255247137354498048,140,2020-04-28 21:26:53,Instagram,0,0,0
@JanetTXBlessed @ColSDM Correct. Easy for @HillaryClinton to endorse a potential predator given she has lived with… https://t.co/QVMg51yx6A,1255246946853367812,139,2020-04-28 21:26:08,Twitter for iPhone,0,0,0
How did Trintignant only get 10% #sad https://t.co/14mAxXDtGk,1255244678691278849,61,2020-04-28 21:17:07,Twitter Web Client,1,0,0
@CharXRenee @BrianMastFL https://t.co/EVbQd7MAxI Every time trump has insulted veterans – just through last October… https://t.co/Lowkt6lCVW,1255244619316703242,140,2020-04-28 21:16:53,Twitter Web App,0,0,0
@CLH45 @IvankaTrump You people take turns daily tweeting and retweeting praise for each other. #sad,1255244389179326464,99,2020-04-28 21:15:58,Twitter for iPhone,0,0,0
IT is sickening that companies are just euthanizing livestock they can't kill and sell as meat. WHY can't we just l… https://t.co/045NIZ4Q1Y,1255244363040526338,140,2020-04-28 21:15:52,Twitter Web App,2,0,0
Their is a #FakeNews mainstream media &amp; their backing Trump. I remember when the news was impartial. #sad.,1255244202247688199,110,2020-04-28 21:15:13,Twitter for Android,0,0,0
@BurgerVonStadt We seem to have an affinity for these types ... in the church and in politics. #sad,1255243634582134785,99,2020-04-28 21:12:58,Twitter for iPad,2,0,0
Both @realDonaldTrump and @JoeBiden are dirty old creepy men. I am embarrassed by both. I served this nation in com… https://t.co/8FyOkQyCux,1255243067654897665,140,2020-04-28 21:10:43,Twitter for iPhone,2,0,0
@LeChatNoire4 #RonDeSantis is the son #Trump always wanted #sad #GOPGenocide,1255243062219100162,76,2020-04-28 21:10:41,Twitter for Android,1,1,0
So what if @JoeBiden uses note cards during speeches &amp; interviews? @BarackObama &amp; @realDonaldTrump both use telepro… https://t.co/sp4rHlGinM,1255242966727352329,148,2020-04-28 21:10:19,Twitter for Android,1,0,0
@Payne4TXSHRD120 @BetoORourke So #sad the Native Americans (which includes the Mexicans😏) did NOT have a wall to ke… https://t.co/DeD4mxhOts,1255242902944600067,140,2020-04-28 21:10:04,Twitter for iPhone,0,0,0
@BBCWorld Both @realDonaldTrump and @JoeBiden are dirty old creepy men. I am embarrassed by both. I served this nat… https://t.co/PvWZxxO7RW,1255242761806233601,140,2020-04-28 21:09:30,Twitter for iPhone,0,0,0
"⭐️twinkle twinkle little star⭐️ 
{sad meme}

#Gachalife #Gachalifesadedits #sad https://t.co/uqjHvChM6t",1255242393948958721,103,2020-04-28 21:08:02,Twitter for iPhone,4,0,0
@JimJohnson_MCH Sure wish I could see Luis Alejo’s tweets but he blocked me because my views are sometimes differen… https://t.co/FLg3eYgG0k,1255242314651402241,140,2020-04-28 21:07:43,Twitter Web App,0,0,0
"@WhiteHouse all alone in his little mind
#sad",1255241490835570690,45,2020-04-28 21:04:27,Twitter Web App,0,0,0
Saying goodbye to your first whip is like saying goodbye to your first pet lmao #bigfacts #sad,1255241432153182211,94,2020-04-28 21:04:13,Twitter for iPhone,0,0,0
@pulte I wish I could have 5000 it would change my life. #homeless #sad well one day...  #BailoutHumansNow #BailOutHumans #teampulte,1255240216421564418,132,2020-04-28 20:59:23,Twitter for iPhone,0,0,0
@AFThunderbirds Well that was as good a view as we got. #sad in #bensalem,1255239733837533184,73,2020-04-28 20:57:28,Twitter for Android,0,0,0
"Can someone please explain the logic? 🤷🏾‍♂️🤦🏾‍♂️

I certainly hope he's alright!

#Unbelievable #TrumpIsNotADoctor… https://t.co/mRaPLmSSBC",1255239598034354178,139,2020-04-28 20:56:56,Twitter for Android,1,0,0
"Writers deliberately exploit themselves emotionally to write a master piece, trust me on this one.
#Writer #emotions #sad",1255239297424293891,121,2020-04-28 20:55:44,Twitter Web App,0,0,0
"☁️Overthinker☁️
""A person who thinks all the time, is a person who has nothing to think about except thoughts.""… https://t.co/lLR0XjIlty",1255238928015200258,136,2020-04-28 20:54:16,Twitter for Android,2,0,0
"@realDonaldTrump Blah, blah, blah, I'm the greatest, look at the amazing job I've done. Without me everything would… https://t.co/ZSra2aGrcG",1255237962666856448,140,2020-04-28 20:50:26,Twitter for Android,0,0,0
though to be fair the second sentence does describe me #sad,1255237712120098817,59,2020-04-28 20:49:26,Twitter Web App,0,0,0
@VP Are you really so desperate to please @realDonaldTrump that you will ignore safety warnings and not wear a mask… https://t.co/g838lRWudG,1255237670583906304,140,2020-04-28 20:49:16,Twitter for iPad,0,0,0
@DillonJacksonTv I'd you don't pick Logic all 3 times you're not a 360 quickscope swag lord. #sad,1255237650883231745,97,2020-04-28 20:49:11,Twitter for Android,0,0,0
"@JaymalGreen Another day, another #BernieBros cult-follower has yet another #Sad . https://t.co/ahzrkvW1zb",1255237334708228105,106,2020-04-28 20:47:56,Twitter Web App,1,0,0
"@RCamposDuffy @BillGates @WHO Hm, Fauci speaks once, correcting Trump and now he's your arch-enemy? And WHO, whose… https://t.co/Kkz7MQsz6z",1255236628769124352,139,2020-04-28 20:45:08,Twitter Web App,0,0,0
"It’s Tuesday and downtown is deserted!!! 😱😱... 

........
...
..
....
#LA #dessert  #losangeles #dtla #atwork… https://t.co/zz3NqXk6Ge",1255236347318677508,134,2020-04-28 20:44:01,Instagram,0,0,0
"Today we experienced something very mysterious. The last 2 Africans were left in Angra do Salto, and the expedition… https://t.co/laSiR8Ecca",1255235729438932993,140,2020-04-28 20:41:33,Twitter Web App,0,0,0
@DeAnna4Congress @realDonaldTrump Only one person ridiculous enough to post this in our current state. 😔#sad #whataboutourhealthcareworkers,1255235353130291200,139,2020-04-28 20:40:03,Twitter for iPhone,0,0,0
If the crazies at @foxnews dont want anything to do with you...how crazy are you @DiamondandSilk #COVIDIOTS #MAGA… https://t.co/EMmsSgVpqF,1255235236553797637,138,2020-04-28 20:39:36,Twitter Web App,0,0,0
@skinnybutbad @WIWorkforce #smh wisconsin! Is this lady(🔼) even aware how many other states are in the union. #sad… https://t.co/pFTJ2ecHYs,1255235045670952960,139,2020-04-28 20:38:50,Twitter Web App,0,0,0
Sad shit. #quote #sad #whydoireadthesethings https://t.co/AhPjLjcPHP,1255234914443804672,68,2020-04-28 20:38:19,Twitter for iPhone,1,0,0
@realDonaldTrump Can trump speak to the American people without assistance from his speech writers? This president… https://t.co/UHLGKmNdD3,1255234128687005705,139,2020-04-28 20:35:12,Twitter for iPhone,0,0,0
"@JudgeClayJ @DCHHS What happened to you, Clay! You were such a fun-loving nice guy when you were young. Now you jus… https://t.co/UpynGb7hFe",1255233749731680266,140,2020-04-28 20:33:41,Twitter for iPhone,0,0,0
"time to leave
#memes #memesdaily #tuesday #funny #joke #laugh #relate #relateable #relateablememes #dark #darkmemes… https://t.co/i7lVlrHNrs",1255233486035791872,140,2020-04-28 20:32:38,Twitter for iPhone,0,0,0
Wow #AfterLife2 @rickygervais #stunning #laughter #tears my heart 💔 #happy #sad lost #found a #rollercoaster such I… https://t.co/R6VluzD8rP,1255233482114113538,140,2020-04-28 20:32:37,Twitter for iPhone,2,0,0
on an average week day I smoke 3-4 blunts and on the weekend an average of 6-8 a day #sad,1255233182997393411,89,2020-04-28 20:31:26,Twitter for iPhone,2,0,0
A couple of stories from the anchor desk. 1.) Israel lightens up on restrictions &amp; 2.) The Al-Aqsa mosque on the te… https://t.co/4pfNPWW8FI,1255232942630199303,144,2020-04-28 20:30:29,Twitter Web App,2,1,0
"Yup, given our #Sad &amp; inadequate testing, no autopsies, &amp; our slow learning curve to become familiar w/ the virus,… https://t.co/tZqcKsyaj7",1255232233033609217,147,2020-04-28 20:27:40,Twitter Web Client,0,0,0
"W🥱w! 💔 #Sad 

RIP John Mondello, EMT ✴️
https://t.co/kc8Dp59ox3…

RIP Dr Lorna Breen ✴️
https://t.co/2DQ9PuLIk1.…",1255231700906491905,113,2020-04-28 20:25:33,Twitter for iPhone,3,1,0
"@FBI Unfortunately no one trusts the @FBI with #ChristopherWray leading it.
@FBI is a criminal organization until t… https://t.co/1VtPS2HUmC",1255231239663112199,140,2020-04-28 20:23:43,Twitter for iPad,0,0,0
man the purple colour on my led lights wont work #sad,1255230932522582017,53,2020-04-28 20:22:30,Twitter Web App,3,0,0
"@officialHATB Watching you sing Wounded at the Drouthy Cobbler in Elgin, we were there with a very special friend w… https://t.co/teStBay2BH",1255230593421512705,140,2020-04-28 20:21:09,Twitter Web App,1,0,0
"@SER1897 Pence is also starting to adapt Trump mannerisms--the way he stands, the rubber face stuff, in particular. #sad",1255230461573464066,120,2020-04-28 20:20:37,Twitter Web App,1,0,0
Remember that not getting what you want is sometimes a wonderful stroke of luck. –Dalai Lama #workinglate #bekind #sad,1255229875297955842,118,2020-04-28 20:18:17,BestBotBetter,0,0,0
"Check out the ""Death is In Love With Me"" and ""I Could Seriously Care Less"" instrumentals on my SoundCloud and/or Ba… https://t.co/0ysWkTeuVg",1255229453623529477,140,2020-04-28 20:16:37,Instagram,0,0,0
Fucked up that everyone is collecting money and I can’t cus my job screwed me over and I need this money :( ugh… https://t.co/uj6C6OY5AM,1255229277924179973,136,2020-04-28 20:15:55,Twitter for iPhone,0,0,0
@AZRed65 @TR3Russa @noprezzie2012 @Vault081 🙄 He’s so proud #Sad https://t.co/eLziPSA9e8,1255229101100740613,88,2020-04-28 20:15:13,Twitter for iPhone,3,2,0
"HUNDREDS of graduate students, along with over 100 faculty sent an open letter to @uofg expressing difficulties due… https://t.co/7sDOtaUvSB",1255229053054914560,140,2020-04-28 20:15:01,Twitter for iPhone,6,1,0
@PG1958 @Acosta As Trump would say a Shit hole country who can’t help Americans at all! We are supposed to be the g… https://t.co/URBeAWkryB,1255228530142691328,140,2020-04-28 20:12:57,Twitter for iPhone,2,0,0
This brain dead mess doesn't even know which one of them is the one running for president...  #SAD https://t.co/EmVkFMHeRz,1255228404774944770,122,2020-04-28 20:12:27,Twitter Web App,0,1,0
@GavinNewsom Your citizens are broke Your unemployment system broken #sad,1255228309799043073,73,2020-04-28 20:12:04,Twitter for Android,0,0,0
@TheRealCDaddy @WerderEdESPN The Banks cherry pick the larger loans obviously.  It is a loan after all and they’ll… https://t.co/0Xc1uLyzrU,1255227976804958216,139,2020-04-28 20:10:45,Twitter for iPhone,1,0,0
"Did @realDonaldTrump Tweet That Reporters Should Return ""Noble"" Prizes? Yes he did, lamely tried to call it sarcasm… https://t.co/hyWu0WOYXz",1255226781214412801,140,2020-04-28 20:06:00,Twitter for Android,1,1,0
A country with 4% of the world's population has 33% of #COVID19 cases. #sad,1255226508605566983,75,2020-04-28 20:04:55,Twitter Web App,0,0,0
@kimberlyann30 @JASONWATKINSON2 @LeedsZac Leeds fans are so desperate aren't they #sad,1255225826527924226,86,2020-04-28 20:02:12,Twitter for Android,0,0,0
"@CatchesideSays @bbceastenders Actually, tell I lie, quite intrigued to see where the Grey/Shannon storyline goes.… https://t.co/qNNRJHk2dv",1255225778511515651,139,2020-04-28 20:02:01,Twitter for iPhone,0,0,0
