tweets,id_str,len,date,source,likes,retweets,label
"Ambivert: One having the characteristics of both an #extrovert and an #introvert 

Thanks Anu Garg for today's word… https://t.co/nApyDpfgha",1254772356054020097,140,2020-04-27 14:00:16,Twitter Web App,0,0,4
"For the record, I am 100% on board with everyone maintaining a 6 foot distance apart even when #COVID19  is over.… https://t.co/jVd7L7RZj7",1254771188326264835,138,2020-04-27 13:55:38,Twitter for Android,1,0,4
"When I get a call about work and realize I still have to talk to people.

#leavemealone #WorkFromHome #work… https://t.co/jIbkXZtBSK",1254770627078127616,132,2020-04-27 13:53:24,Twitter Web App,0,0,4
Infants with a cautious and fearful #personality are more likely to become introverted adults ⁦@PNASNews⁩… https://t.co/1Gge7eqfD6,1254766942986162176,130,2020-04-27 13:38:46,Twitter for iPhone,1,0,4
I’m really trying to do better with my socializing but please understand I am an #introvert🤷🏾‍♂️,1254765219542433794,96,2020-04-27 13:31:55,Echofon,3,0,4
"Come on! I gargled with Clorox.
#nerd #nerdhumor #booknerd #introvert #introvertproblems #introverthumor #shyness… https://t.co/pnL0MkIVF3",1254764777441832960,138,2020-04-27 13:30:10,Hootsuite Inc.,1,1,4
"Plus, the sisters have questions: Why are people hoarding toilet paper?

Read the full article: Corona Chronicles:… https://t.co/jHEw74ASS6",1254764315078508544,139,2020-04-27 13:28:19,Missinglettr,0,0,4
"Books permit us to voyage through time, to tap the wisdom of our ancestors. -Carl Sagan

#QuarantineLife… https://t.co/i6PK0z3szG",1254761838585266176,129,2020-04-27 13:18:29,Twitter Web App,4,0,4
Oh no! 😭😈 #INTJ #introvert  #homeiswheretheintrovertis https://t.co/m58ls9xEPx,1254749030137188352,78,2020-04-27 12:27:35,Twitter for iPhone,1,1,4
"The Social Challenge Of Highly Sensitive People - Sensitive Evolution https://t.co/lSZRo4Utko 
#hsp #introvert… https://t.co/iiMBGlShad",1254742172156530688,135,2020-04-27 12:00:20,Hootsuite Inc.,0,0,4
Magic for introverts (podcast) - How one #introvert stood up and got noticed. https://t.co/lXDzKDfjvO with @magicsingh,1254742088677294081,118,2020-04-27 12:00:00,Buffer,1,1,4
"Woke up with a bad head... but I have no where to go, so I’ll just stay in bed then.  #bonus #headache #backtobed… https://t.co/55U66sYWSt",1254741750050181120,138,2020-04-27 11:58:39,Twitter for iPhone,1,0,4
"Sometimes it’s scary responding to occasional greetings, birthday wishes and the likes. You never know when it coul… https://t.co/ZGdVM0Qg9o",1254736595812528129,140,2020-04-27 11:38:10,Twitter for iPhone,0,0,4
"I've come to learn a lot about myself during this #pandemic.

Like, I'm more of an #introvert than I realized!  😂… https://t.co/ThVOjRvjSn",1254733211437056002,138,2020-04-27 11:24:44,Twitter for iPhone,6,0,4
"So people are getting tired of their 4th-6th week of quarantine, and im like, so you haven't spent 5 weeks straight… https://t.co/cfvNPoLZTz",1254701187582111744,140,2020-04-27 09:17:28,Twitter for iPhone,0,0,4
"You'll always find me in two places:my head or my heart. -Gabriel

#gabrielwrites 
#introvert https://t.co/rLnwxS3lwE",1254699181924667393,117,2020-04-27 09:09:30,Twitter for Android,0,0,4
So a few of my coworkers got worried about me because I was “uncharacteristically cold” to them. Heck I’m actually… https://t.co/qWK8ubJljv,1254698457861742593,139,2020-04-27 09:06:38,Twitter for iPad,0,0,4
"To be an #introvert is one of the greatest gifts someone can receive because we don't need people in our lives, we… https://t.co/pq1KqOKwA1",1254694444995141633,139,2020-04-27 08:50:41,Twitter Web App,2,0,4
The strange thing is that I'm getting to like this #lockdown - I guess being an #introvert helps https://t.co/ryC0B2nbgh,1254690336485539840,120,2020-04-27 08:34:21,Twitter for Android,0,0,4
"Amazon kindle Books is the best.
98p for this book!! 
Today's reading 🙌

#book #books #amazonkindle #amazonbooks… https://t.co/hawou8C2Wv",1254681307663269888,137,2020-04-27 07:58:29,Twitter for Android,1,1,4
"How to identify an extrovert in a group?

Simple it's the one who actually claims to be an introvert.

A real intro… https://t.co/kL7UUuNtWg",1254664070860587010,140,2020-04-27 06:49:59,Twitter Web App,0,1,4
"#introvert going to stay safe till there is a vaccine I will work and get food exercise 
No way do I risk my health… https://t.co/PzxmUUjY6E",1254655341452824580,140,2020-04-27 06:15:18,Twitter for iPhone,2,1,4
"Now I'm officially bored. I'm an ,#introvert / #extrovert , so  believe me when I say I'm #bored . No, not bored.… https://t.co/g3yIxbtys3",1254649141352792064,138,2020-04-27 05:50:40,Instagram,0,0,4
"Hamstrings stretching while reading. One full stretch per page.

#reading 
#Quiet 
#introvert 
#hamstrings… https://t.co/7GFYz4EOvs",1254645076799533056,131,2020-04-27 05:34:31,Twitter for iPhone,0,0,4
"Sometimes I just don't know...

Communicate, be honest, don't take things personally, don't make assumptions, ask b… https://t.co/3nNyM3jf9w",1254622064859848707,140,2020-04-27 04:03:04,Twitter for Android,1,0,4
"Being an #introvert in my 40s, I've had time to build really good (figurative) masks. I've never felt #lonely being… https://t.co/FVO6dReEyk",1254618135120023552,140,2020-04-27 03:47:27,Twitter for Android,4,0,4
@__pure_soul_ @fyzeekhan Haven’t u #reviewed @BTS_twt so far on ur @YouTube #channel https://t.co/N1clh2EESU .. if… https://t.co/xgI1N28lkF,1254609635073499138,139,2020-04-27 03:13:41,Twitter for iPhone,0,0,4
I fuckin hate that question 😂 texting &gt; calling #Introvert https://t.co/OsbW9S7o9W,1254605771926536193,85,2020-04-27 02:58:20,Twitter for iPhone,1,0,4
Beginning a new paperback book tonight while listening to another on Audible (not simultaneously of course).… https://t.co/Nd78DlDSOK,1254587386073354240,133,2020-04-27 01:45:16,Twitter for iPhone,4,0,4
"Covid hasn’t hit us too hard,   As a family of poor introverts it isn’t much different than summer vacation XD #introvert #quarantine",1254585334429634560,133,2020-04-27 01:37:07,Twitter Web App,0,0,4
I shouldn’t have visited https://t.co/3uCFQusyG9 ; I just spotted two books in the architecture category.. 📚🏢⛪️… https://t.co/HLGRpMeg1B,1254577266916503553,136,2020-04-27 01:05:04,Twitter for iPad,0,0,4
I’m just an #introvert . I rather let the music do the talking. I leave my emotions strapped to the notes on the sc… https://t.co/jXszOORwFD,1254572418225573890,140,2020-04-27 00:45:47,Instagram,2,0,4
"#LockDown .
...thus unlocks our brain n 
#Silence stimulates 
Blessed r a few who love to be #alone ( not lonely -… https://t.co/qwcjaHSpFM",1254567627990740992,139,2020-04-27 00:26:45,Twitter for Android,0,0,4
"@nancycato1 @PamMars05469311 I missed yesterday’s journey, so I’m hopping on board today. I’ll be the quiet one at… https://t.co/XCZ22zWQnR",1254567098241540098,139,2020-04-27 00:24:39,Twitter for iPad,1,0,4
New Episode on the #notyouraveragelonely Podcast! #introvert #introvertlife #anchor #introverts https://t.co/Vt1HCfA8Fx,1254564181707239424,119,2020-04-27 00:13:04,Twitter for iPhone,0,0,4
I'm so lonely that I'd settle for fake friends. I want to settle with fake friends but my core personality is to pr… https://t.co/EB5QgdG3B0,1254562305334931456,140,2020-04-27 00:05:36,Twitter for Android,1,0,4
@ChadWithaJ Tbh nothing changed for me #introvert,1254559509676273665,49,2020-04-26 23:54:30,Twitter for Android,0,0,4
Naircard #018 - Supremely Fucked // Purchase Here: https://t.co/fdDwBlYYgf #card #collectible #art #rare… https://t.co/Dptr7YNUvw,1254559256529043456,129,2020-04-26 23:53:29,Twitter Web App,1,0,4
Anyone have any awkward or bad bar/pub experiences? I have a video coming out soon about one of my terrible times a… https://t.co/lecQphmAf6,1254552039293685760,140,2020-04-26 23:24:49,Twitter Web App,0,0,4
"My new book, 'Anxiety', coming soon!

To know when it becomes available sign up here: https://t.co/0VJkt52Tis… https://t.co/edyBdJhWX2",1254550816175816704,134,2020-04-26 23:19:57,Twitter Web App,1,0,4
A real friend #intj #introvert #Realfriends  https://t.co/SgiC5iQyQp,1254550476869316608,68,2020-04-26 23:18:36,Twitter for iPhone,2,0,4
"Introvert. Awkward Flirt...ALWAYS down for DESSERT 🍨🎂🍰🍦🍩🍪🍫🍧🍬🍭
#sweets #dessert #introvertproblems #introvert… https://t.co/JtmCXQ9nwW",1254532789128572929,133,2020-04-26 22:08:19,Instagram,0,0,4
"Lmfaooo

#RuinKross #🖕🏾thesystem #mostfearedwehere #musicartist #politicalrevolution #humanrightsactivist… https://t.co/3MF241xDMj",1254528117533822978,130,2020-04-26 21:49:45,Twitter for iPhone,0,0,4
@k3vinmathew1 Nah introverts the best #introvert,1254526902519332865,48,2020-04-26 21:44:56,Twitter for iPhone,1,0,4
"Now that nearly two months have passed we can destinguish the real ""this is my daily life"" from the fakes just watc… https://t.co/rP39IDpFwR",1254524825047052289,140,2020-04-26 21:36:40,Twitter for Android,1,0,4
Hang in there guys! My heart is with you. ❤️ #tucson #tucsonaz #tucsonarizona #arizona #phoenix #phoenixaz… https://t.co/UdUGml1PAl,1254517956471476229,131,2020-04-26 21:09:23,Twitter for iPhone,1,0,4
say there is no love left #thesebluedepths #infj #introvert #selfcare #anxiety #mentalhealth #haiku #art #creative… https://t.co/eZFhX2cqqp,1254515696014446592,139,2020-04-26 21:00:24,Buffer,3,0,4
"@supermarkusa Exactly the same, but I talk more on here #introvert",1254506351872573444,66,2020-04-26 20:23:16,Twitter for iPhone,3,0,4
"after quarantine ends, catch me exhausted after 5 minutes of socialization—if I remember how to socialize at all #introvert",1254505960028045313,123,2020-04-26 20:21:43,Twitter for iPhone,1,0,4
"“Our minds are together when our bodies feel we're not. That dissonance, which causes people to have conflicting fe… https://t.co/1ZhbvlEFSi",1254505034080849920,140,2020-04-26 20:18:02,Twitter Web Client,0,0,4
Whad up! #whatsup #worldwidelockdown #lockdown #introvert #boredom https://t.co/0iczfwHnnE,1254504305664671746,90,2020-04-26 20:15:08,Twitter for Android,0,0,4
You're welcome! #introvert #socialdistancing #flattenthecurve https://t.co/OZtm5q9I7I,1254504032095342592,85,2020-04-26 20:14:03,CoSchedule,640,140,4
"I’ve been watching too much of the @TheDailyShow 

Because this is my humor now: 

I’m missing times pre corona whe… https://t.co/d2YcDGvO6A",1254497407477243904,140,2020-04-26 19:47:44,Twitter for iPhone,0,0,4
@KnowCovid19 @NCDCgov @LSMOH @RestlessDev @TonyElumeluFDN @cacovidng @WHONigeria FCT with high death score and conf… https://t.co/8rTORfVD1z,1254477915204485120,140,2020-04-26 18:30:16,Twitter for Android,0,0,4
"#socialdistancing isn't too bad when you have fine weather, a peaceful view, space for the kids to play outside, an… https://t.co/7ki3ahcc13",1254476965412823040,140,2020-04-26 18:26:30,Instagram,0,0,4
Sneaked to the bedroom and shut the door... I wonder how long this will last.. #mumlife #introvertlife… https://t.co/3WdQ2A0HMQ,1254476764199469061,127,2020-04-26 18:25:42,Twitter for iPhone,1,0,4
Shopping today practicing social distancing and seen about 15 people I knew but they didn't recognize me at all!! S… https://t.co/Pj11TNiiYT,1254476335986196486,140,2020-04-26 18:24:00,Twitter for Android,1,0,4
"@DisnyRunr24 I swear I get a notice every 3-5 minutes during happy hour. I don’t get it. Then again, I haven’t even… https://t.co/eg89uYele2",1254473217697181696,140,2020-04-26 18:11:36,Twitter for iPhone,2,0,4
Not gonna lie I love this social distancing business #introvert #ngl #SocialDistancing #SaferAtHome,1254470041036296192,99,2020-04-26 17:58:59,Twitter for iPhone,0,0,4
"i wonder if there are many #introvert out there dreading when #lockdown lifts, we'd be expected to join in a mad amount of social events",1254467053953732615,136,2020-04-26 17:47:07,Twitter Web App,0,0,4
I want to have a nice #witchy #aesthetic photo album but my #introvert(ed) self won't let me🥺,1254463917964906496,93,2020-04-26 17:34:39,Twitter for Android,0,0,4
"Not mine but it made me LOL so I thought I would share.😂
Check out this awesome 'It's you...' design on @TeePublic!… https://t.co/0MY11abvAh",1254461369325256705,140,2020-04-26 17:24:31,Twitter Web App,0,0,4
That awkward moment when you realize they could change out the literal entire population on a monthly basis and you… https://t.co/19kgUesJ9G,1254457778179051522,140,2020-04-26 17:10:15,Twitter for Android,2,0,4
Having customer stories is a great start - but they've got to include these key elements to be truly compelling and… https://t.co/klfZ7Wi0nC,1254457566379347968,140,2020-04-26 17:09:25,CoSchedule,0,1,4
"@ArissTenoh Oh! 😮
So, what do you do? You let the phone ring, without answering, and then you text back, saying: « … https://t.co/3Z21Gh1eZa",1254456264945471492,140,2020-04-26 17:04:14,Twitter for iPad,0,0,4
"I just made myself a pumpkin spice coffee!
Coffee, milk, pumpkin spice (for the spicy taste), and maple nuggets (fo… https://t.co/aTiOs2iwV2",1254451690922745858,140,2020-04-26 16:46:04,Twitter for iPad,0,0,4
"Before the quarantine vs during the quarantine. A introverts dream. 😂🤷🏾‍♂️😅😂
.
#introvert #cleanupnice #quarantine… https://t.co/76pMlM0TqZ",1254442666168922112,139,2020-04-26 16:10:12,Instagram,0,0,4
What it Means to be Highly Sensitive - Soulful Confidence #hsp #introvert #sensitive https://t.co/77AglYjf4B,1254442637584551937,108,2020-04-26 16:10:05,Post Planner Inc.,0,0,4
Check out this awesome 'Social Distancing? I've Been Doing That Shit For Years Int...' design on @TeePublic! 👕… https://t.co/ySB8lAaZEL,1254433354381881345,135,2020-04-26 15:33:12,Twitter Web App,0,0,4
"I'm an #introvert and I cannot imagine how this #QuarantineLife is affecting extroverts. I'm used to be inside, no… https://t.co/xDu3gz8zB0",1254428059018674176,139,2020-04-26 15:12:10,Twitter for Android,2,1,4
#RuinKross #🖕🏾thesystem #mostfearedwehere #musicartist #politicalrevolution #humanrightsactivist #introvert #nyc… https://t.co/CnvR91NwwB,1254427399846068225,137,2020-04-26 15:09:32,Twitter for iPhone,0,0,4
"📌 ABSOLUTELY
#introvert #extrovert
#confidence #SundayFeels https://t.co/RLBx6tAsFE",1254426315878469632,83,2020-04-26 15:05:14,Twitter for iPhone,1,0,4
#RuinKross #🖕🏾thesystem #mostfearedwehere #musicartist #politicalrevolution #humanrightsactivist #introvert #nyc… https://t.co/Bib9jhTYjt,1254426299264913409,137,2020-04-26 15:05:10,Twitter for iPhone,0,0,4
"*most 😏👋😘 Reposted from introvertstruggles 😂😏
×
#socialdistancing #goaway #prepandemic #postpandemic #life #truth… https://t.co/f7yaccndjC",1254425830811471877,138,2020-04-26 15:03:18,Instagram,0,0,4
"Yes!! Embrace your differences. You were made this way on purpose. ❤️

#infj
#infjlife
#infjfriends… https://t.co/3TUw10Bfr0",1254425302354321413,124,2020-04-26 15:01:12,LaterMedia,16,6,4
"Do not know where is this but I (all introvert actually) can relate.
#Introvert #IntrovertThing https://t.co/xJerFRBEm2",1254416649249153024,119,2020-04-26 14:26:49,Twitter for iPhone,1,0,4
"Out of curiosity, who are my fellow empaths &amp; introverts? Raise your hand if you’re one or both! #introvert #empath #INFJ",1254414508866535424,125,2020-04-26 14:18:19,Twitter for iPhone,11,1,4
@mikevaliquette I remember they were full of people and I never went. 🤔#introvert #placesare4punks,1254413779229478914,98,2020-04-26 14:15:25,Twitter for iPhone,1,0,4
"🐝My Goth Cakes Bring All the Bees To The Yard🐝
Fun fact: a big fat bee chased me around whilst shooting this.

Top:… https://t.co/fGFQrEbblT",1254410124807950337,140,2020-04-26 14:00:54,Instagram,1,0,4
"Quarantine To-Do List design on my Threadless shop. Also available on Redbubble.
https://t.co/L0uVPWlZYK
#todolist… https://t.co/dPaw0fBRPV",1254409899821289473,139,2020-04-26 14:00:00,Twitter Web App,0,0,4
"I’m at a stage where I avoid arguments.
If you tell me a bird is an insect, you are absolutely right dear! #introvert",1254397601975328768,117,2020-04-26 13:11:08,Twitter for iPhone,2,0,4
"@roadmapwriters I have no idea if I'm #extrovert or #introvert #writer, and I've turned myself inside out trying to decide. 😍🤣😂🤣😂",1254394358733946881,129,2020-04-26 12:58:15,Twitter Web App,3,0,4
I feel seen. 😁 Not every #writer is an #introvert though. Where are my #extrovert #writers at? #WritingCommunity https://t.co/sRy2l7HDp0,1254393618015694853,136,2020-04-26 12:55:18,Twitter Web App,26,0,4
"Are you an #introvert or an #extrovert?

And how are you coping? Here are my tips: https://t.co/IJ0YUFtYLJ #Covid19 https://t.co/CbegSoSiFn",1254392288572248064,139,2020-04-26 12:50:01,Buffer,0,0,4
Sunday Sermon! Somebody needs to hear this! #LegacyofWealth #HealthWealthnHiphop #DeathofHumble… https://t.co/lgo7s3fBWt,1254391725679939584,120,2020-04-26 12:47:47,Instagram,0,0,4
@nomadicrevery I’m in! 😊My first ever live show in forever so this is something I actually have to look forward to… https://t.co/eMPd0y67dT,1254390982897958914,139,2020-04-26 12:44:50,Twitter for iPhone,0,0,4
"Today's the 1st day of week 8 in #isolation for me, there'll be 2 more weeks of #lockdown in #Spain b4 restrictions… https://t.co/tJoGn0ABax",1254390073941831686,140,2020-04-26 12:41:13,Twitter Web App,2,0,4
"#introvert anyone, who like me is getting sensory overload from social media extroverts, step quietly away from soc… https://t.co/IS7ozdH5fN",1254384254886260736,140,2020-04-26 12:18:06,Twitter Web App,0,0,4
"Quiet time at work.

#introvert #ruggeddad #successmindset #motivationalspeaker https://t.co/7nfhhJ3GUW",1254379508657991681,103,2020-04-26 11:59:14,Instagram,0,0,4
What I've learnt in 'lock down' as an introvert.... https://t.co/ryWZHIxZBG #introvert #lockdown #learning #unexpected,1254364939415957505,118,2020-04-26 11:01:21,Twitter for Android,1,0,4
"Are you positive and self-confident or driven to please others? 

Read more: https://t.co/QeWyBpzNdZ

#infj… https://t.co/ILkQJksXMv",1254364853822726147,132,2020-04-26 11:01:00,LaterMedia,3,1,4
"Does anyone else’s feet hurt from sitting about at home...........
Just me then.  #introvert #introvertproblems… https://t.co/p6rGJMTh1z",1254347991865049090,136,2020-04-26 09:54:00,Twitter for iPhone,1,0,4
Comfortably happy at home. #introvert #introvertproblems #introverted #introvertshy #shy #shyproblems #home #Covid_19,1254340644362952704,117,2020-04-26 09:24:48,Twitter for iPhone,1,0,4
"What, ten people we can socially interact with; that would be a maximum, not compulsory, yes ?
#Marr #COVID19 #introvert",1254340104379826178,120,2020-04-26 09:22:40,Twitter Web App,0,0,4
"This can’t be life 🤦🏾‍♂️

#RuinKross #🖕🏾thesystem #mostfearedwehere #musicartist #politicalrevolution… https://t.co/qHWzN9lgxI",1254339147281694720,126,2020-04-26 09:18:51,Instagram,3,2,4
The scariest thing is that I’m actually not that stressed to be in my house all day. #introvert,1254313493748015105,95,2020-04-26 07:36:55,Twitter for iPhone,0,0,4
"I concur :) #TCPerspectives #personality #psychology #introvert 
 @ajay_venkatesh1 @DhongdeSupriya @ideabound How w… https://t.co/MKYM76aHZx",1254306421346144257,140,2020-04-26 07:08:49,Twitter for Android,4,2,4
#Introvert strengths: “Introverts who quietly self-isolate would have naturally survived past pandemics much more t… https://t.co/xTbBpWLh97,1254304332993802240,140,2020-04-26 07:00:31,Twitter for iPad,13,0,4
I’m soliddddd #introvert https://t.co/gg8kE93ziY,1254297526364143618,48,2020-04-26 06:33:28,Twitter for iPhone,0,0,4
I be Naked AF. All over...  But ain’t nobody touchin me 🤣🤣.  I Jus Came to Tease y’all Dassit  #AintNuthinHappenin… https://t.co/8FESA5RRBb,1254291039382204427,139,2020-04-26 06:07:42,Twitter for iPhone,5,0,4
"And that’s why the #lockdown hasn’t affected me much. 

#introvert #SundayThoughts https://t.co/zBFmGXqHv7",1254290555929944064,106,2020-04-26 06:05:46,Twitter for iPhone,10,1,4
@Manjusha_99_ @aabi_c_raj Same feeling #introvert,1254289455566864385,49,2020-04-26 06:01:24,Twitter Web App,2,0,4
"Woe. 10 people. Too many at once.
Can they be spread out over a few months with long gaps during which there are no… https://t.co/Quhbariuhr",1254288864098824193,140,2020-04-26 05:59:03,Twitter for Android,0,0,4
"I think some neighbors have cracked from the stay at home stuff, I hear what sounds like drunk happy loud peoples i… https://t.co/jU8DKZexKM",1254281357796110336,140,2020-04-26 05:29:13,Оwly,0,0,4
ONLINE ZOOM How to Help Introverts Success in the Job Search &amp; Today’s Workplace with Jane Finkle on Tuesday April… https://t.co/2VeEmDv1ly,1254278423679307776,143,2020-04-26 05:17:34,Twitter for iPhone,0,0,4
the anchors I carry #thesebluedepths #infj #introvert #selfcare #anxiety #mentalhealth #haiku #art #creative… https://t.co/J3mzZk77a1,1254274116795990016,133,2020-04-26 05:00:27,Buffer,5,1,4
Struggles of an #Extrovert Turned #Introvert #covid19thoughts #quarantineselfcare https://t.co/K2m6nAZVgH via @wordpressdotcom,1254261613143588869,126,2020-04-26 04:10:46,Twitter Web App,0,0,4
Perfect Date Ideas for Introverts https://t.co/AHNWrQH7Cu #dateideas #datenight #datingintrovert #firstdate #introvert,1254243809082388480,118,2020-04-26 03:00:01,Go Dates,1,1,4
Personal challenge for the week. https://t.co/xFq3mOUMqp #introvert #hsp #introvertlife #INFJ #quiet #QuietTime #PersonalChallenge,1254242692327849984,130,2020-04-26 02:55:35,Twitter Web App,0,1,4
Hi I’m back to Twitter I literally can’t tweet 24/7 I don’t know how y’all do it 😂 no shade I just literally can’t… https://t.co/mCEWBPmUbP,1254241468392321025,139,2020-04-26 02:50:43,Twitter for iPhone,2,0,4
Sadness: “Uhhh. Does it all have to be so interactive?” #TotalSF #SFRuinsPizza #introvert #InsideOut,1254240667217190912,100,2020-04-26 02:47:32,Twitter for iPhone,6,0,4
This pandemic has made me vulnerable and I’ve been making social plans for “when things are normal” ...I’m going to… https://t.co/Aee3INOABb,1254240341386985474,140,2020-04-26 02:46:14,Twitter for iPhone,2,0,4
I’m more of an #extrovert than an #introvert and this #Covid_19  has been a test. #StayHomeSaveLives #saturdaynight… https://t.co/CVEe4atK6o,1254235390883627009,140,2020-04-26 02:26:34,Twitter for iPhone,0,0,4
"Questions....
#INFP #introvert https://t.co/gmgWLrn4ac",1254229446757953541,54,2020-04-26 02:02:57,Twitter for Android,2,0,4
I'm too tired to talk to my real friends because it's quarantine and I spent all day talking to cartoon animals on… https://t.co/PF78c0mITd,1254224133082120193,139,2020-04-26 01:41:50,Twitter for Android,7,0,4
I’ve lost count of the number of days and weeks this family of five have all been home 247. Dare I admit I’m enjoyi… https://t.co/xAcCEj9z3t,1254210782767673345,140,2020-04-26 00:48:47,Twitter for iPhone,3,0,4
"It's nice that for once, for just a little while, the world accommodated the  #introvert lifestyle. #introvertparadise",1254207083613839360,118,2020-04-26 00:34:05,Twitter for Android,0,0,4
When your an INFP and you see the truth while others see you as unrealistic. https://t.co/OsRki1F9eh #infp #infps… https://t.co/1Z4nvstIKd,1254204274571083787,138,2020-04-26 00:22:55,Twitter Web App,0,0,4
"The voice I hear night &amp; day #WhatNext? The answer i get, #BeTheBest.  For this, I can do anything! Not for doing s… https://t.co/FpCxIj0eaL",1254195735446388744,144,2020-04-25 23:48:59,Twitter Web App,0,0,4
@billiamthies I feel like that tweet needed a #introvert or a #antisocial 🤔,1254184672051036161,75,2020-04-25 23:05:02,Twitter Web Client,0,0,4
"That pain right in the center of your forehead.

If you know then you know.

#ddnos #osdd1a #bipolar #dpdr #mania #introvert #hypokalemia",1254184452248334336,137,2020-04-25 23:04:09,Twitter Web App,2,0,4
"As an #introvert, I never imagined I’d be going crazy bc I can’t leave the house. After 42 days at home, I finally… https://t.co/ksuoPAZOoN",1254182616863047683,139,2020-04-25 22:56:52,Instagram,0,0,4
"You may be amazing at what you do. But if you don't communicate it in the right way, your prospects will never know… https://t.co/Ba4ydBqgp6",1254182601323151361,140,2020-04-25 22:56:48,CoSchedule,1,0,4
"@spacecookiemom I get that. I am used to being home alone so this quarantine doesn’t bother me a lot, but having a… https://t.co/BM6iwTfyol",1254180749315657730,139,2020-04-25 22:49:26,Twitter for iPad,1,0,4
"Do you ever feel lonely, but you just completely drained your social battery, so now you don't know what to do? #introvert",1254178307375017990,122,2020-04-25 22:39:44,Twitter Web App,2,0,4
"I wish other people knew that it isn't as easy as ""just stop it."" #introvert #socialanxiety

https://t.co/YGt6MoysAO",1254173108451176448,116,2020-04-25 22:19:05,CoSchedule,97,21,4
I need to work on boundaries.  I am overwhelmed by all people popping by to check on me.  How do I tell people to b… https://t.co/t82PcmRqPt,1254167839348387840,140,2020-04-25 21:58:08,Twitter for Android,6,0,4
#WhenThisIsAllOver I’m still going to cross the street to avoid every living human being on this planet. Can I stil… https://t.co/BZ2d6Bnf9y,1254159226169167883,140,2020-04-25 21:23:55,Twitter for iPhone,0,0,4
Do you listen enough during your #sales process? - https://t.co/3xGvaSOqQM #introvert https://t.co/AAVGJt8fIQ,1254156253254877184,109,2020-04-25 21:12:06,CoSchedule,1,0,4
For #empaths who are burdened every day by the world’s sadness: Do please find ways to laugh &amp; smile despite the pa… https://t.co/F3e6WZobT3,1254155950417575936,144,2020-04-25 21:10:54,Twitter for iPhone,17,10,4
"Unpopular opinion:

There’s not much attractive about being an introvert. We were made to interact and live a life… https://t.co/XqDxm5GzMx",1254152731520110592,139,2020-04-25 20:58:06,Hypefury,0,0,4
"As an introvert, the quarantene does not change things much for me. But it has made me healthier (I cook my own foo… https://t.co/W5skOJbIc7",1254148214393131010,140,2020-04-25 20:40:09,Twitter Web App,0,0,4
"I forget all the regular things people need to do when not in quarantine. Haircuts, eating out, festivals, parades,… https://t.co/YKxpIMdXx0",1254147016592146439,140,2020-04-25 20:35:24,Twitter for Android,0,0,4
I am so tired. I need quiet alone time. I miss my long commute. 😭 #introvert,1254146990566506501,76,2020-04-25 20:35:18,Twitter for Android,1,0,4
"Apparently I'm always negative and complain about everything.
#life #introvert #facts",1254146060634607616,85,2020-04-25 20:31:36,Twitter for Android,4,1,4
Networking can be tough for introverts (like me) sometimes. I wrote this post mainly as a reminder to myself that y… https://t.co/hL4r3HRD3j,1254145697349357572,140,2020-04-25 20:30:09,Twitter Web App,1,0,4
the worst day for introvert is their birthday #jokes #introvert,1254145057189478405,63,2020-04-25 20:27:37,Twitter for iPhone,1,0,4
Sometimes you ignore the world for a few days and forget to eat/drink and need someone to sweet talk you out of you… https://t.co/VnYF0k2tfA,1254144250461278208,140,2020-04-25 20:24:24,Twitter for Android,2,1,4
I’m always so tuned out of everyone else’s world. Reasons why I can’t be around ppl too long. Always in my thoughts. #introvert,1254141924769804289,127,2020-04-25 20:15:10,Twitter Web App,4,0,4
@exlookupp @Thelove_words1 Better to be a spaceman so as to sing aloud since everyone's home Can't sing aloud need… https://t.co/TFASAiQ6eQ,1254139712442265600,139,2020-04-25 20:06:22,Twitter Web App,0,0,4
@AvaGG Better to be a spaceman so as to sing aloud since everyone's home Can't sing aloud need to do it in a room s… https://t.co/BghR4VzWSG,1254139583941324800,140,2020-04-25 20:05:52,Twitter Web App,0,0,4
@RainbowItalia Better to be a spaceman so as to sing aloud since everyone's home Can't sing aloud need to do it in… https://t.co/KI07Kc9vca,1254139565649965056,139,2020-04-25 20:05:47,Twitter Web App,0,0,4
@ArianeSantooss Better to be a spaceman so as to sing aloud since everyone's home Can't sing aloud need to do it in… https://t.co/PQz2r6z0VX,1254139540509298688,140,2020-04-25 20:05:41,Twitter Web App,0,0,4
@snitchery @RAGGEDYROYAL Better to be a spaceman so as to sing aloud since everyone's home Can't sing aloud need to… https://t.co/mSi2Ju2p7n,1254139517855883264,140,2020-04-25 20:05:36,Twitter Web App,0,0,4
@german_ariantor @instagram @CoralovesLili @DeutschiBobSB @AGGermany20 Better to be a spaceman so as to sing aloud… https://t.co/p9EPMQDCz4,1254139473127813120,139,2020-04-25 20:05:25,Twitter Web App,1,0,4
Better to be a spaceman so as to sing aloud since everyone's home Can't sing aloud need to do it in a room so as no… https://t.co/DQrKsnMXRn,1254139352696778752,140,2020-04-25 20:04:57,Twitter Web App,0,0,4
Better to be a spaceman so as to sing aloud since everyone's home. Can't sing aloud need to do it in a room so as n… https://t.co/bSUZklmdQI,1254138821689524224,140,2020-04-25 20:02:50,Twitter Web App,1,0,4
"Homebody is used a lot. Introvert/introverted can also be used, it’s a personality type. Introverts like their alon… https://t.co/4ziZNkRvF1",1254137946430517248,140,2020-04-25 19:59:21,Twitter Web App,1,0,4
